DFRP-No_No-RBIF,Asset-name_Nom_du_bien,Street-number_Numéro-civique,Address_Adresse,City_Ville,Province-Code_Code-de-province,Province_Territory_Province_Territoire,Postal-code_Code-postal,Asset-type_Type-de-bien,Asbestos_Amiante,Mgmt-plan_Plan-gest
6324,"Chedabucto Centre",9996,"Highway 16",Guysborough,NS,"Nova Scotia","B0H 1N0",Lease,No,"Not required"
153020,Building,1800,"Argyle Street",Halifax,NS,"Nova Scotia","B3J 2V9",Lease,No,"Not required"
42013,"Maritime Centre",1505,"Barrington Street",Halifax,NS,"Nova Scotia","B3J 3K5",Lease,Yes,Yes
16033,"Toronto-Dominion Centre Building",1791,"Barrington Street",Halifax,NS,"Nova Scotia","B3J 3L1",Lease,No,"Not required"
55849,"Bedford Tower",1496,"Bedford Highway",Halifax,NS,"Nova Scotia","B4A 1E5",Lease,No,"Not required"
55712,"Dominion Public Building",1713,"Bedford Row",Halifax,NS,"Nova Scotia","B3J 1T3",Crown-owned,Yes,Yes
55857,"1741 Brunswick Street",1741,"Brunswick Street",Halifax,NS,"Nova Scotia","B3J 2X1",Lease,No,"Not required"
2964,"1888 Brunswick Street",1888,"Brunswick Street",Halifax,NS,"Nova Scotia","B3J 3J8",Lease,Yes,Yes
11405,"Chebucto Place (Lease 1)",7105,"Chebucto Road",Halifax,NS,"Nova Scotia","B3L 4W8",Lease,No,"Not required"
30778,"Scotia Square",5251,"Duke Street",Halifax,NS,"Nova Scotia","B3J 1P3",Lease,No,"Not required"
13377,"Major General Donald J. MacDonald Building",2131,"Gottingen Street",Halifax,NS,"Nova Scotia","B3K 5Z7",Lease,No,"Not required"
23531,"Hobson lake Drive Building",145,"Hobson lake Drive",Halifax,NS,"Nova Scotia","B3S 0H9",Lease,No,"Not required"
55502,"Renaissance South",1310,"Hollis Street",Halifax,NS,"Nova Scotia","B3J 1T9",Lease,No,"Not required"
15918,"Founders Square",1701,"Hollis Street",Halifax,NS,"Nova Scotia","B3J 3M8",Lease,No,"Not required"
42220,"1801 Hollis and Duke",1801,"Hollis Street",Halifax,NS,"Nova Scotia","B3J 3N4",Lease,Yes,Yes
25853,"Summit Place - Building",1601,"Lower Water Street",Halifax,NS,"Nova Scotia","B3J 3P6",Lease,"Work in progress","Work in progress"
17819,"Mumford Professional Centre",6960,"Mumford Road",Halifax,NS,"Nova Scotia","B3L 4P1",Lease,No,"Not required"
10985,"Royal Canadian Mounted Police Headquarters 'H' Division",3139,"Oxford Street",Halifax,NS,"Nova Scotia","B3L 4V6",Crown-owned,Yes,Yes
22661,"Bayers Road Plaza",6206,"Quinpool Road",Halifax,NS,"Nova Scotia","B3L 1A3",Lease,No,"Not required"
56610,"Cornwallis House",5475,"Spring Garden Road",Halifax,NS,"Nova Scotia","B3J 3T2",Lease,No,"Not required"
153564,Building,236,"Susie Lake Crescent",Halifax,NS,"Nova Scotia","B3J 1C1",Lease,No,"Not required"
2968,"Historic Properties",1869,"Upper Water Street",Halifax,NS,"Nova Scotia","B3J 1S9",Lease,No,"Not required"
2953,"Law Courts",1815,"Upper Water Street",Halifax,NS,"Nova Scotia","B3J 1S7",Lease,Yes,Yes
7410,"Young Tower",6080,"Young Street",Halifax,NS,"Nova Scotia","B3K 5L2",Lease,Yes,Yes
,Building,15932,Central,Inverness,NS,"Nova Scotia","B0E 2K3",Lease,"Work in progress","Work in progress"
8615,"Fisheries Building, Lot 'D'",,"Old Port Mouton Road",Liverpool,NS,"Nova Scotia","B0T 1K0",Lease,No,"Not required"
21615,"Fisheries Services Building",934,"320 Highway",Louisdale,NS,"Nova Scotia","B0E 1V0",Lease,No,"Not required"
3289,"New Glasgow Government of Canada Building",340,"East River Road","New Glasgow",NS,"Nova Scotia","B2H 3P7",Crown-owned,Yes,Yes
22552,"New Victoria Mine Water Treatment",,"Highway 28","New Victoria",NS,"Nova Scotia","B1H 5A5",Crown-owned,No,"Not required"
15188,"Spiegal Building - New Waterford Business Center",3050,"Wilson Avenue","New Waterford",NS,"Nova Scotia","B1H 5V8",Crown-owned,No,"Not required"
67420,"Port Hawkesbury Business Center",32,"Paint Street","Port Hawkesbury",NS,"Nova Scotia","B9A 3J8",Crown-owned,No,"Not required"
3480,"Port Hawkesbury Town Center",811,"Reeves Street","Port Hawkesbury",NS,"Nova Scotia","B0E 2V0",Lease,No,"Not required"
38619,"Neville Street minewater Neutralization Building 1",,"Neville Street","Reserve Mines",NS,"Nova Scotia","B1E 1G5",Crown-owned,No,"Not required"
38521,"Neville Street minewater Neutralization Building 2",,"Neville Street","Reserve Mines",NS,"Nova Scotia","B1E 1G5",Crown-owned,No,"Not required"
38619,"Neville Street South minewater Pumping Station",,"Neville Street","Reserve Mines",NS,"Nova Scotia","B1E 1G5",Crown-owned,No,"Not required"
7210,"Fisheries Building",362,"Ohio Road",Shelburne,NS,"Nova Scotia","B0T 1W0",Lease,No,"Not required"
55792,"Loyalist Plaza",218,"Water Street",Shelburne,NS,"Nova Scotia","B0T 1W0",Lease,No,"Not required"
5853,"Sherbrooke Fisheries Building",128,"Old Hill Road",Sherbrooke,NS,"Nova Scotia","B0J 3C0",Lease,No,"Not required"
81567,"Ingonish Beach Storage",37851,"Cabot Trail",Sydney,NS,"Nova Scotia","B0C 1L0",Lease,No,"Not required"
151872,"Wentworth Court Government of Canada Building",70,"Crescent Street",Sydney,NS,"Nova Scotia","B1S 2Z7",Crown-owned,No,"Not required"
42204,"Commerce Tower",15,"Dorchester Street",Sydney,NS,"Nova Scotia","B1P 5Y9",Lease,No,"Not required"
3710,"Sydney Government of Canada Building",47-49,"Dorchester Street",Sydney,NS,"Nova Scotia","B1P 5Z2",Crown-owned,No,Yes
103056,"Sydney Arts Building",196,"George Street",Sydney,NS,"Nova Scotia","B1P 1J3",Crown-owned,Yes,Yes
103057,"Sydney Science Building",210,"George Street",Sydney,NS,"Nova Scotia","B1P 1J3",Crown-owned,Yes,Yes
3711,"Sydney Manpower Building",308,"George Street",Sydney,NS,"Nova Scotia","B1P 1J8",Crown-owned,Yes,Yes
26373,Building,1,"Henry Street",Sydney,NS,"Nova Scotia","B1N 2G9",Lease,No,"Not required"
10009,"Sydney Shopping Centre",325,"Prince Street",Sydney,NS,"Nova Scotia","B1P 5K6",Lease,No,"Not required"
22121,"707 Spar Access Road, Sydney, NS",707,"Spar Access Road Road",Sydney,NS,"Nova Scotia","B1P 0B9",Lease,No,"Not required"
13502,"CFIA Building",1080,"Upper Prince Street",Sydney,NS,"Nova Scotia","B1P 5P6",Lease,No,"Not required"
42256,"Lot 8 - King Street Extension",105,"King Street","North Sydney",NS,"Nova Scotia","B2A 2R8",Lease,No,"Not required"
10157,"Victoria Court",14,"Court Street",Truro,NS,"Nova Scotia","B2N 3H7",Lease,No,"Not required"
,Building,128,"Esplanade Street",Truro,NS,"Nova Scotia","B2N 2K3",Lease,"Work in progress","Work in progress"
16026,"Agriculture Agri-Food Canada Building",361,"Pictou Road",Truro,NS,"Nova Scotia","B2N 2T6",Lease,No,"Not required"
7009,"CFIA Building",373,"Pictou Road",Truro,NS,"Nova Scotia","B2N 2T6",Lease,No,"Not required"
20915,"Service Canada Building",181,"Willow Street",Truro,NS,"Nova Scotia","B2N 4Z9",Lease,No,"Not required"
14619,"Fisheries Building - Bayview Business Park",194,"Parkway Drive","Truro Heights",NS,"Nova Scotia","B2N 5A9",Lease,No,"Not required"
6505,"209 Slocomb",209,"Slocomb Crescent",Tusket,NS,"Nova Scotia","B0W 3M0",Lease,No,"Not required"
55868,"Fisheries Building",13627,"Route 6",Wallace,NS,"Nova Scotia","B0K 1Y0",Lease,No,"Not required"
10891,"Windsor Mall",80,"Water Street",Windsor,NS,"Nova Scotia","B0N 2T0",Lease,No,"Not required"
42166,"Dayton Mall",,"Highway 1",Yarmouth,NS,"Nova Scotia","B5A 4B4",Lease,No,"Not required"
6334,"Yarmouth CFIA Building",23,"Industry Avenue",Yarmouth,NS,"Nova Scotia","B5A 4R7",Lease,No,"Not required"
2424,"Yarmouth Fisheries Building",215,"Main Street",Yarmouth,NS,"Nova Scotia","B5A 1C6",Crown-owned,Yes,Yes
42011,"248 Pleasant Street",248,"Pleasant Street",Yarmouth,NS,"Nova Scotia","B5A 2K5",Lease,No,"Not required"
18665,"Yarmouth Government of Canada Building",15,"Willow Street",Yarmouth,NS,"Nova Scotia","B5A 1T8",Crown-owned,Yes,Yes
21501,"DFO Fisheries Centre",7,"Lupin Lane",Alberton,PE,"Prince Edward Island","C0B 1B0",Lease,No,"Not required"
19819,"Ellis and Birt Limited Building",7,"Cobirt Drive",Charlottetown,PE,"Prince Edward Island","C1E 0C9",Lease,No,"Not required"
,Building,32,"Cobirt Drive",Charlottetown,PE,"Prince Edward Island","B2W 1Z8",Lease,"Work in progress","Work in progress"
25675,Building,98,"Fitzroy Street",Charlottetown,PE,"Prince Edward Island","C1A 1R7",Lease,No,"Not required"
22039,"Daniel J. MacDonald Building",161,"Grafton Street",Charlottetown,PE,"Prince Edward Island","C1A 1L1",Crown-owned,Yes,Yes
719,"Jean Canfield",191,"Great George Street",Charlottetown,PE,"Prince Edward Island","C1A 4L2",Crown-owned,No,"Not required"
21487,"Fisheries and Oceans - Charlottetown",165,"John Yeo Drive",Charlottetown,PE,"Prince Edward Island","C1E 2A1",Lease,No,"Not required"
55563,"BDC Place",119,"Kent Street",Charlottetown,PE,"Prince Edward Island","C1A 1N3",Lease,No,"Not required"
8920,"Confederation Court","134 (B)","Kent Street",Charlottetown,PE,"Prince Edward Island","C1A 8R8",Lease,No,"Not required"
15718,Office,3,"Lower Malpeque Road",Charlottetown,PE,"Prince Edward Island","C1E 1R4",Lease,No,"Not required"
12365,"14 MacAleer Drive",14,"MacAleer Drive",Charlottetown,PE,"Prince Edward Island","C1E 2A1",Lease,No,"Not required"
15153,"VAC Records Management Centre",125,"Maple Hills Avenue",Charlottetown,PE,"Prince Edward Island","C1C 1P5",Lease,No,"Not required"
15200,"Charlottetown Airport",250,"Maple Hills Avenue",Charlottetown,PE,"Prince Edward Island","C1C 1N2",Lease,No,"Not required"
42279,"Royal Canadian Mounted Police Detachment (Maypoint Mall)",153,"Maypoint Road",Charlottetown,PE,"Prince Edward Island","C1E 1X5",Lease,No,"Not required"
9400,"Cambridge Building",3,"Queen Street",Charlottetown,PE,"Prince Edward Island","C1A 4A2",Lease,No,"Not required"
15234,"250 Queen Street",250,"Queen Street",Charlottetown,PE,"Prince Edward Island","C1C 1N2",Lease,No,"Not required"
55760,"Sherwood Business Centre (Ellis and Birt)",161,"St. Peters Road",Charlottetown,PE,"Prince Edward Island","C1A 5P7",Lease,No,"Not required"
55787,"Royal Bank Building",100,"Sydney Street",Charlottetown,PE,"Prince Edward Island","C1A 1G3",Lease,No,"Not required"
55669,"690 University Avenue",690,"University Avenue",Charlottetown,PE,"Prince Edward Island","C1E 1H6",Lease,No,"Not required"
2059,"Royal Canadian Mounted Police Headquarters 'L' Division - Main Building",450,"University Avenue",Charlottetown,PE,"Prince Edward Island","C1A 4P1",Crown-owned,Yes,Yes
1944,"551 Main Street",551,"Main Street",Montague,PE,"Prince Edward Island","C0A 1R0",Lease,No,"Not required"
16436,"491 Main Street",491,"Main Street",Montague,PE,"Prince Edward Island","C0A 1R0",Lease,No,"Not required"
12206,"371 Main Street",371,"Main Street",O'Leary,PE,"Prince Edward Island","C0B 1V0",Lease,No,"Not required"
,Building,15,"Green Street",Souris,PE,"Prince Edward Island","C0A 2B0",Lease,No,"Not required"
11658,"Fisheries Service Centre",30,"MacPhee Avenue",Souris,PE,"Prince Edward Island","C0A 2B0",Lease,No,"Not required"
24357,"Main Street Plaza",175,"Main Street",Souris,PE,"Prince Edward Island","C0A 2B0",Lease,No,"Not required"
19827,"CGI building",24,Stratford,Stratford,PE,"Prince Edward Island","C1B 1T5",Lease,No,"Not required"
2199,"57 Central Street, Summerside PE",57,"Central Street",Summerside,PE,"Prince Edward Island","C1N 3K0",Lease,No,"Not required"
13615,"Lot 24A",110,"Industrial Crescent",Summerside,PE,"Prince Edward Island","C1N 5N6",Lease,No,"Not required"
,Building,149,"Industrial Crescent",Summerside,PE,"Prince Edward Island","C1N 5P8",Lease,"Work in progress","Work in progress"
55746,"Joseph A. Ghiz Building",275,"Pope Road",Summerside,PE,"Prince Edward Island","C1N 5Z7",Crown-owned,No,"Not required"
19973,"Dalton Annex Building",100,"School Street",Tignish,PE,"Prince Edward Island","C0B 2B0",Lease,No,"Not required"
43664,"Complexe Jacques Gagnon Complex",100,"Saint-Joseph Street South",Alma,QC,Quebec,"G8B 7A6",Lease,No,"Not required"
151473,Building,502,"4th Street",Amos,QC,Quebec,"J9T 1Y4",Lease,No,"Not required"
73961,Building,309,"Chassé Street",Asbestos,QC,Quebec,"J1T 2B4",Lease,Yes,Yes
26776,Building,300,"Lasalle Boulevard",Baie-Comeau,QC,Quebec,"G4Z 2K2",Lease,"Work in progress","Work in progress"
43554,"Carrefour Baie-Comeau",337,"Lasalle Boulevard",Baie-Comeau,QC,Quebec,"G4Z 2Z1",Lease,No,"Not required"
22603,Building,955,"Michèle-Bohec Boulevard",Blainville,QC,Quebec,"J7G 5J6",Lease,No,"Not required"
30913,Building,10,"Jacques-Cartier Avenue",Blanc-Sablon,QC,Quebec,"G0G 1C0",Lease,No,"Not required"
17527,Building,540,"D'Avaugour Street",Boucherville,QC,Quebec,"J4B 0G6",Lease,No,"Not required"
55176,Building,2501,"Lapinière Boulevard",Brossard,QC,Quebec,"J4Z 3P1",Lease,No,"Not required"
21055,Building,3250,"Lapinière Boulevard",Brossard,QC,Quebec,"J4Z 3T8",Lease,No,"Not required"
7688,"Sénateur Thomas Lefèbvre Building",2,"John et Leslie Street","Campbell's Bay",QC,Quebec,"J0X 1K0",Lease,No,"Not required"
43527,Building,120,"De Gros Cap Road",Cap-aux-Meules,QC,Quebec,"G4T 1R3",Lease,No,"Not required"
10579,Building,380,"Principal Road",Cap-aux-Meules,QC,Quebec,"G0B 1B0",Lease,No,"Not required"
5030,"Federal building",235,"Principale Street",Cap-aux-Meules,QC,Quebec,"G0B 1B0",Crown-owned,Yes,Yes
6919,Building,8,"Saint-Jacques Street North",Causapscal,QC,Quebec,"G0J 1J0",Lease,No,Yes
55335,Building,1899,"Périgny Boulevard",Chambly,QC,Quebec,"J3L 4C3",Lease,No,"Not required"
18675,"Federal building / Post Office Chandler",75,"René-Lévesque Boulevard E",Chandler,QC,Quebec,"G0C 1K0",Crown-owned,Yes,Yes
15229,Building,245,"Saint-Jean-Baptiste Boulevard",Châteauguay,QC,Quebec,"J6K 3C3",Lease,No,"Not required"
60162,"Chibougamau Post Office",623,"3rd Street",Chibougamau,QC,Quebec,"G8P 1P0",Lease,No,"Not required"
8437,Building,345,"Des Saguenéens Street",Chicoutimi,QC,Quebec,"G7H 6K9",Lease,No,"Not required"
43503,"Federal building",100,"Lafontaine Street",Chicoutimi,QC,Quebec,"G7M 6X2",Crown-owned,No,"Not required"
21504,Location,457,"Wolverine Street",Chisasibi,QC,Quebec,"J0M 1E0",Lease,No,"Not required"
22498,Building,289,"Baldwin Street",Coaticook,QC,Quebec,"J1A 2A2",Lease,No,"Not required"
6644,Building,224,"Du Sud Street",Cowansville,QC,Quebec,"J2K 2X4",Lease,No,"Not required"
20959,Building,1400,"des Érables Street",Dolbeau-Mistassini,QC,Quebec,"G8L 2W7",Lease,No,"Not required"
75127,Building,100,"Route 138",Donnacona,QC,Quebec,"G3M 1B5",Lease,No,"Not required"
22457,"Dorval Square",185,"Dorval Avenue",Dorval,QC,Quebec,"H9S 5J9",Lease,No,"Not required"
6985,"700 Leigh-Capreol Plaza, Dorval, QC",700,"Leigh-Capreol Street",Dorval,QC,Quebec,"H4Y 1G7",Lease,Yes,Yes
150582,Building,2200,"Reverchon Avenue",Dorval,QC,Quebec,"H9P 2S7",Lease,No,"Not required"
73988,Building,975,"Roméo Vachon North",Dorval,QC,Quebec,"H4Y 1H2",Lease,Yes,Yes
23432,"1175 Janelle St",1175,"Janelle Street",Drummondville,QC,Quebec,"J2C 3E2",Lease,No,"Not required"
17516,Building,1100,René-Lévesque,Drummondville,QC,Quebec,"J2C 5W4",Lease,No,"Not required"
18453,Building,25,"Route 138",Forestville,QC,Quebec,"G0T 1E0",Lease,No,Yes
22698,"Frédérica Giroux Building",98,"De la Reine Street",Gaspé,QC,Quebec,"G4X 3B3",Crown-owned,Yes,Yes
5146,"Federal building",120,"De la Reine Street",Gaspé,QC,Quebec,"G4X 2R2",Crown-owned,Yes,Yes
43567,Location,126,"Gaspé Street",Gaspé,QC,Quebec,"G4X 1A9",Lease,No,"Not required"
5223,"Government of Canada Building",194,"Jacques-Cartier Street",Gaspé,QC,Quebec,"G4X 1N2",Crown-owned,No,"Not required"
75039,Building,96,"Sandy Beach Montée",Gaspé,QC,Quebec,"G4X 2W4",Lease,Yes,Yes
6338,Building,920,"Saint-Joseph Boulevard",Gatineau,QC,Quebec,"J8Z 1S9",Lease,No,"Not required"
43146,"Zigby Building",180,"Principale Street",Granby,QC,Quebec,"J2G 2V6",Lease,No,"Not required"
20980,"Complexe Robinson",82,"Robinson Street South",Granby,QC,Quebec,"J2G 7L4",Lease,No,"Not required"
73949,"Federal building",84,"Du Carrefour Street",Grande-Rivière,QC,Quebec,"G0C 1V0",Crown-owned,Yes,Yes
6533,Building,117,"Hôtel-de-Ville Street",Grande-Rivière,QC,Quebec,"G0C 1V0",Lease,No,"Not required"
19816,Building,,"Lot 500","Harrington Harbour",QC,Quebec,"G0G 1N0",Lease,No,"Not required"
11997,"Federal building - Havre-Saint-Pierre",1340,"De la digue Street",Havre-Saint-Pierre,QC,Quebec,"G0C 1P0",Crown-owned,No,"Not required"
15917,Building,1038,"Titane Street",Havre-Saint-Pierre,QC,Quebec,"G0G 1P0",Lease,No,"Not required"
12377,"Complexe Joliette",46,"Gauthier rue",Joliette,QC,Quebec,"J6E 4J4",Lease,No,"Not required"
25849,Building,3,"Papineau Street",Joliette,QC,Quebec,"J6E 9A1",Lease,No,"Not required"
17909,"3750 Du Royaume Boulevard",3750,"Du Royaume Boulevard",Jonquière,QC,Quebec,"G7X 0A4",Lease,"Work in progress","Work in progress"
7996,"Gilles Marceau Building",2251,"René-Lévesque Boulevard",Jonquière,QC,Quebec,"G7X 6K0",Crown-owned,Yes,Yes
59144,Building,,"Lot S.L.S. 6-1 S.L.S.",Kahnawake,QC,Quebec,"J0L 1B0",Lease,No,"Not required"
9673,Building,541,"Saint-Etienne Street","La Malbaie",QC,Quebec,"G5A 1J3",Lease,No,"Not required"
6190,"Les Cours Painchaud",708,"4th Avenue","La Pocatière",QC,Quebec,"G0R 1Z0",Lease,No,"Not required"
21929,Building,319,"Principale Street","La Sarre",QC,Quebec,"J9Z 1Z4",Lease,No,"Not required"
75139,Building,290,"Saint-Joseph Street","La Tuque",QC,Quebec,"G9X 3Z8",Lease,No,"Not required"
18723,"Federal building",9,"De l'Eglise Street North",Lacolle,QC,Quebec,"J0J 1J0",Crown-owned,Yes,Yes
43171,"Jeanne-Sauvé Building",1575,"Chomedey Boulevard",Laval,QC,Quebec,"H7V 2X2",Crown-owned,No,"Not required"
6932,"Concorde Complex",3131,"De la Concorde Boulevard East",Laval,QC,Quebec,"H7E 4W4",Lease,No,"Not required"
20895,Building,1041,"Des Laurentides Boulevard",Laval,QC,Quebec,"H7G 2W2",Lease,No,"Not required"
6500,Building,3400,"Jean-Béraud Avenue",Laval,QC,Quebec,"H7T 2Z2",Lease,No,"Not required"
55093,"Place Laval Complex",3,"Laval Place",Laval,QC,Quebec,"H7N 1A2",Lease,Yes,Yes
25855,Building,4,"Laval Place",Laval,QC,Quebec,"H7N 5Y3",Lease,"Work in progress","Work in progress"
25858,Building,5550,"Frontenac Street","Lac Megantic",QC,Quebec,"G6B 1H5",Lease,"Work in progress","Work in progress"
18187,Building,1091-2,"de la Vernière Road",L'Étang-du-Nord,QC,Quebec,"G4T 3E2",Lease,No,"Not required"
17986,Building,50,"Président-Kennedy Route",Lévis,QC,Quebec,"G6V 6W8",Lease,Yes,Yes
55089,"Herelle Place",550,"De Chambly Road",Longueuil,QC,Quebec,"J4H 3L8",Lease,No,"Not required"
43090,"Place Montérégie",101,"Roland-Therrien Boulevard",Longueuil,QC,Quebec,"J4H 4B9",Lease,No,"Not required"
73897,"Complexe St-Charles",1111,"Saint-Charles Street West",Longueuil,QC,Quebec,"J4K 5G4",Lease,No,"Not required"
6740,"Health Protection Laboratory",1001,"Saint-Laurent Street West",Longueuil,QC,Quebec,"J4K 1C7",Lease,Yes,Yes
16022,Building,1195,"Tremblay Road",Longueuil,QC,Quebec,"J4N 1R4",Lease,No,"Not required"
6939,Building,1225,"Saint-Charles Street",Longueuil,QC,Quebec,"J4K 0B9",Lease,No,"Not required"
6521,"Albert Building",507,"Marcel Street",Louiseville,QC,Quebec,"J5V 1N1",Lease,No,"Not required"
13257,"Galeries Orford",1700,"Sherbrooke Street",Magog,QC,Quebec,"J1X 5B4",Lease,Yes,Yes
55341,"Les Galeries Maniwaki",100,"Principale Street South",Maniwaki,QC,Quebec,"J9E 3L4",Lease,No,"Not required"
5398,"René Tremblay Building",150,"Dion Boulevard",Matane,QC,Quebec,"G4W 3L7",Crown-owned,Yes,Yes
5399,"Du Vieux Port Shopping Mall",750,"Du Phare Avenue",Matane,QC,Quebec,"G4W 3W8",Lease,No,Yes
14356,"Proservin Building",17660,"Charles Street",Mirabel,QC,Quebec,"J7J 0C3",Lease,No,"Not required"
7047,"Léonce-Lessard Building",1420,"Saint-Catherine Street West",Montréal,QC,Quebec,"H3G 1R3",Crown-owned,Yes,Yes
13956,Building,431,"De la Madone Street",Mont-Laurier,QC,Quebec,"J9L 1S1",Lease,Yes,Yes
17552,Building,37,"Sainte-Brigitte Avenue South",Montmagny,QC,Quebec,"G5V 2Y3",Lease,No,"Not required"
17863,Building,6,"Saint-Jean-Baptiste Street East",Montmagny,QC,Quebec,"G5V 1J7",Lease,No,"Not required"
7099,"715 Peel",715,"715 Peel / 1010 St-Antoine | 1010 St-Antoine | 1025 St-Jacques",Montréal,QC,Quebec,"H3C 4H6",Crown-owned,Yes,Yes
7100,"Dominique Ducharme Building",105,"105 McGIll Street/400 D'Youville Place",Montréal,QC,Quebec,"H2Y 3N4",Crown-owned,Yes,Yes
21980,Building,550,Beaumont,Montréal,QC,Quebec,"H3N 1V1",Lease,No,"Not required"
7048,"Normand-Maurice Building",740,"Bel-Air Street",Montréal,QC,Quebec,"H4C 2K3",Crown-owned,No,"Not required"
153558,Building,1501,"De Bleury Street",Montréal,QC,Quebec,"H5A 2J2",Lease,"Work in progress","Work in progress"
6495,"Place Bonaventure",800,"De la Gauchetière Street West",Montréal,QC,Quebec,"H5A 1L6",Lease,Yes,Yes
22590,"5151 De la Savane St",5151,"De la Savane Street",Montréal,QC,Quebec,"H4P 1V1",Lease,No,"Not required"
55255,Building,1001,"De Maisonneuve Boulevard East",Montréal,QC,Quebec,"H2L 4P9",Lease,Yes,Yes
7218,Building,505,"De Maisonneuve Boulevard West",Montréal,QC,Quebec,"H3A 3C2",Lease,No,"Not required"
12759,Building,1625,"De Maisonneuve Boulevard West",Montréal,QC,Quebec,"H3H 2N4",Lease,No,"Not required"
22999,Building,5160,"Décarie Boulevard",Montréal,QC,Quebec,"H3X 2H9",Lease,Yes,Yes
10091,Building,2350,"Dickson Street",Montréal,QC,Quebec,"H1N 3T1",Lease,Yes,Yes
16314,Building,1501,"McGill Avenue",Montréal,QC,Quebec,"H3A 3M8",Lease,Yes,Yes
55163,Building,30,"McGill Street",Montréal,QC,Quebec,"H2Y 3Z7",Lease,No,"Not required"
22266,"Edifice Sun Life",1155,"Metcalfe Street",Montréal,QC,Quebec,"H3B 2V6",Lease,Yes,Yes
7589,"Place de la Justice Building",1,"Notre-Dame Street East",Montréal,QC,Quebec,"H2Y 1B6",Lease,Yes,Yes
16129,"Dominion Square Building",1255,"Peel Street",Montréal,QC,Quebec,"H3B 2T9",Lease,No,Yes
12574,Building,2030,"Pie IX Boulevard",Montréal,QC,Quebec,"H1V 2C8",Lease,No,"Not required"
20902,Building,2901,"Rachel Street East",Montréal,QC,Quebec,"H1W 4A4",Lease,No,"Not required"
21979,"Guy-Fravreau Complexe (East Tower)",200,"René-Lévesque Boulevard West",Montréal,QC,Quebec,"H2Z 1X4",Lease-Purchase,Yes,Yes
104407,"Guy-Fravreau Complexe (West Tower)",200,"René-Lévesque Boulevard West",Montréal,QC,Quebec,"H2Z 1X4",Lease-Purchase,Yes,Yes
7092,Building,305,"René-Lévesque Boulevard West",Montréal,QC,Quebec,"H2Z 1A6",Lease,Yes,Yes
55251,Building,800,"René-Lévesque Boulevard West",Montréal,QC,Quebec,"H3B 1X9",Lease,Yes,Yes
55202,"London Life Place",2001,"Robert-Bourassa Boulevard",Montréal,QC,Quebec,"H3A 2A6",Lease,Yes,Yes
17856,"865 Saint-Antoine W, Montréal, QC",865,"Saint-Antoine Street",Montréal,QC,Quebec,"H3C 1A6",Lease,Yes,Yes
5433,"Parkade Building",2021,"Union Street",Montréal,QC,Quebec,"H3A 2S9",Lease,Yes,Yes
32195,"Stock Exchange Tower",800,"Victoria Square",Montréal,QC,Quebec,"H4Z 1J2",Lease,Yes,Yes
55197,"Paco Building",928,"Wellington Street",Montréal,QC,Quebec,"H3C 1T8",Lease,No,"Not required"
59794,"New Richmond Post Office",152,"Perron Boulevard West","New Richmond",QC,Quebec,"G0C 2B0",Lease,Yes,Yes
19995,Building,13313,"Sherbrooke Street East",Pointe-aux-Trembles,QC,Quebec,"H1A 1C2",Lease,No,"Not required"
21721,Building,6500,"Trans-Canadienne Highway",Pointe-Claire,QC,Quebec,"H9R 0A5",Lease,No,"Not required"
6596,"Fairview shopping center",6815,"Trans-Canadienne Highway",Pointe-Claire,QC,Quebec,"H9R 1C4",Lease,Yes,Yes
17843,Building,1305,"Blizzard Street",Québec,QC,Quebec,"G2K 0A1",Lease,No,"Not required"
103524,"René-Nicolas Levasseur Building",94,"Dalhousie Street",Québec,QC,Quebec,"G1K 4B8",Crown-owned,Yes,Yes
55376,"Louis Pratt Building",104,"Dalhousie Street",Québec,QC,Quebec,"G1K 4B8",Crown-owned,Yes,Yes
103525,"John Munn Building",112,"Dalhousie Street",Québec,QC,Quebec,"G1K 4C1",Crown-owned,Yes,Yes
10603,"Vieux-Port Annex",,"Dalhousie Street",Québec,QC,Quebec,"G1K 4C1",Crown-owned,No,"Not required"
75046,"Customs Building",130,"Dalhousie Street",Québec,QC,Quebec,"G1K 4C4",Crown-owned,Yes,Yes
7541,Building,979,"De Bourgogne Street",Québec,QC,Quebec,"G1W 2L4",Lease,No,Yes
,"QC Québec - Rue De la Gare du Palais",,"De la Gare du Palais Street",Québec,QC,Quebec,"G1K 3X2",Lease,No,"Not required"
,"Government of Canada Building",,"De la Gare du Palais Street",Québec,QC,Quebec,"G1K 3X2",Lease,No,"Not required"
5769,"Federal building",330,"De la Gare du Palais Street",Québec,QC,Quebec,"G1K 3X2",Crown-owned,Yes,Yes
15148,Building,1020,"De L'Église Route",Québec,QC,Quebec,"G1V 5A7",Lease,Yes,Yes
23343,Building,442,"Des Cordillères Avenue",Québec,QC,Quebec,"G1C 5C4",Lease,No,"Not required"
20958,"New Quebec Building (Emphyteusis Agreement)",1550,"d'Estimauville Avenue",Québec,QC,Quebec,"G1J 5E9",Lease-Purchase,No,"Not required"
5757,"Louis St-Laurent Building",3,"Du Chien-d'Or Crossing",Québec,QC,Quebec,"G1R 4V7",Crown-owned,Yes,Yes
15488,Building,220,"Fortin Street",Québec,QC,Quebec,"G1M 3S5",Lease,No,"Not required"
5767,"The Citadelle",,"Governor General's Residence",Québec,QC,Quebec,"G1R 4V7",Crown-owned,Yes,Yes
